art_id,nombre_reglamento_normalized,nombre_reglamento_normalized_created,match_version_used,doc_id,nombre_ley_matched,similarity,type_of_relation
5EE2A814_7,REGLAMENTODELALEYDEFOMENTOALASACTIVIDADESDEDESARROLLOSOCIALDELASORGANIZACIONESCIVILESPARAELDISTRITOFEDERAL,REGLAMENTODELALEYDEFOMENTOALASACTIVIDADESDEDESARROLLOSOCIALDELASORGANIZACIONESCIVILESPARAELDISTRITOFEDERAL,original,3C02B1F0,Reglamento de la Ley de Fomento a las Actividades de Desarrollo Social de las Organizaciones Civiles para el Distrito Federal,1.0,mencion_reglamento
5EE2A814_7,REGLAMENTODELALEYDEFOMENTOALASACTIVIDADESDEDESARROLLOSOCIALDELASORGANIZACIONESCIVILESPARAELDISTRITOFEDERAL,REGLAMENTODELALEYDEFOMENTOALASACTIVIDADESDEDESARROLLOSOCIALDELASORGANIZACIONESCIVILESPARAELDISTRITOFEDERAL,original,3C02B1F0,Reglamento de la Ley de Fomento a las Actividades de Desarrollo Social de las Organizaciones Civiles para el Distrito Federal,1.0,mencion_reglamento
5EE2A814_12,REGLAMENTODELALEYDEFOMENTOALASACTIVIDADESDEDESARROLLOSOCIALDELASORGANIZACIONESCIVILESPARAELDISTRITOFEDERAL,REGLAMENTODELALEYDEFOMENTOALASACTIVIDADESDEDESARROLLOSOCIALDELASORGANIZACIONESCIVILESPARAELDISTRITOFEDERAL,original,3C02B1F0,Reglamento de la Ley de Fomento a las Actividades de Desarrollo Social de las Organizaciones Civiles para el Distrito Federal,1.0,mencion_reglamento
0CB5F9A5_8,REGLAMENTODELALEYDESALUDMENTALDELDISTRITOFEDERAL,REGLAMENTODELALEYDESALUDMENTALDELDISTRITOFEDERAL,original,2DC6EAD9,Reglamento de la Ley de Salud Mental para el Distrito Federal,0.9494949494949495,mencion_reglamento
0CB5F9A5_13,REGLAMENTODELALEYDESALUDMENTALDELDISTRITOFEDERAL,REGLAMENTODELALEYDESALUDMENTALDELDISTRITOFEDERAL,original,2DC6EAD9,Reglamento de la Ley de Salud Mental para el Distrito Federal,0.9494949494949495,mencion_reglamento
0CB5F9A5_15,REGLAMENTODELALEYDESALUDMENTALDELDISTRITOFEDERAL,REGLAMENTODELALEYDESALUDMENTALDELDISTRITOFEDERAL,original,2DC6EAD9,Reglamento de la Ley de Salud Mental para el Distrito Federal,0.9494949494949495,mencion_reglamento
0CB5F9A5_38,REGLAMENTODELALEYDESALUDMENTALDELDISTRITOFEDERAL,REGLAMENTODELALEYDESALUDMENTALDELDISTRITOFEDERAL,original,2DC6EAD9,Reglamento de la Ley de Salud Mental para el Distrito Federal,0.9494949494949495,mencion_reglamento
99BF2672_2,REGLAMENTODELALEYDELOSDERECHOSDELASPERSONASJOVENESENLACIUDADDEMEXICO,REGLAMENTODELALEYDELOSDERECHOSDELASPERSONASJOVENESENLADISTRITOFEDERAL,original,ECB46289,Reglamento de la Ley de los derechos de las Personas Jovenes en la Ciudad de Mexico,1.0,mencion_reglamento
99BF2672_128,REGLAMENTODELALEYDELOSDERECHOSDELASPERSONASJOVENESENLACIUDADDEMEXICO,REGLAMENTODELALEYDELOSDERECHOSDELASPERSONASJOVENESENLADISTRITOFEDERAL,original,ECB46289,Reglamento de la Ley de los derechos de las Personas Jovenes en la Ciudad de Mexico,1.0,mencion_reglamento
99BF2672_129,REGLAMENTODELALEYDELOSDERECHOSDELASPERSONASJOVENESENLACIUDADDEMEXICO,REGLAMENTODELALEYDELOSDERECHOSDELASPERSONASJOVENESENLADISTRITOFEDERAL,original,ECB46289,Reglamento de la Ley de los derechos de las Personas Jovenes en la Ciudad de Mexico,1.0,mencion_reglamento
99BF2672_134,REGLAMENTODELALEYDELOSDERECHOSDELASPERSONASJOVENESENLACIUDADDEMEXICO,REGLAMENTODELALEYDELOSDERECHOSDELASPERSONASJOVENESENLADISTRITOFEDERAL,original,ECB46289,Reglamento de la Ley de los derechos de las Personas Jovenes en la Ciudad de Mexico,1.0,mencion_reglamento
99BF2672_146,REGLAMENTODELALEYDELOSDERECHOSDELASPERSONASJOVENESENLACIUDADDEMEXICO,REGLAMENTODELALEYDELOSDERECHOSDELASPERSONASJOVENESENLADISTRITOFEDERAL,original,ECB46289,Reglamento de la Ley de los derechos de las Personas Jovenes en la Ciudad de Mexico,1.0,mencion_reglamento
D26A0A36_15,REGLAMENTODELALEYDEPROTECCIONYBIENESTARDELOSANIMALESDELACIUDADDEMEXICO,REGLAMENTODELALEYDEPROTECCIONYBIENESTARDELOSANIMALESDELADISTRITOFEDERAL,created,CE7E985D,Reglamento de la Ley de Proteccion a los Animales del Distrito Federal,0.9076923076923077,mencion_reglamento
D26A0A36_35,REGLAMENTODELALEYDEPROTECCIONYBIENESTARDELOSANIMALESDELACIUDADDEMEXICO,REGLAMENTODELALEYDEPROTECCIONYBIENESTARDELOSANIMALESDELADISTRITOFEDERAL,created,CE7E985D,Reglamento de la Ley de Proteccion a los Animales del Distrito Federal,0.9076923076923077,mencion_reglamento
D26A0A36_37,REGLAMENTODELALEYDEPROTECCIONYBIENESTARDELOSANIMALESDELACIUDADDEMEXICO,REGLAMENTODELALEYDEPROTECCIONYBIENESTARDELOSANIMALESDELADISTRITOFEDERAL,created,CE7E985D,Reglamento de la Ley de Proteccion a los Animales del Distrito Federal,0.9076923076923077,mencion_reglamento
D26A0A36_39,REGLAMENTODELALEYDEPROTECCIONYBIENESTARDELOSANIMALESDELACIUDADDEMEXICO,REGLAMENTODELALEYDEPROTECCIONYBIENESTARDELOSANIMALESDELADISTRITOFEDERAL,created,CE7E985D,Reglamento de la Ley de Proteccion a los Animales del Distrito Federal,0.9076923076923077,mencion_reglamento
D26A0A36_41,REGLAMENTODELALEYDEPROTECCIONYBIENESTARDELOSANIMALESDELACIUDADDEMEXICO,REGLAMENTODELALEYDEPROTECCIONYBIENESTARDELOSANIMALESDELADISTRITOFEDERAL,created,CE7E985D,Reglamento de la Ley de Proteccion a los Animales del Distrito Federal,0.9076923076923077,mencion_reglamento
D26A0A36_42,REGLAMENTODELALEYDEPROTECCIONYBIENESTARDELOSANIMALESDELACIUDADDEMEXICO,REGLAMENTODELALEYDEPROTECCIONYBIENESTARDELOSANIMALESDELADISTRITOFEDERAL,created,CE7E985D,Reglamento de la Ley de Proteccion a los Animales del Distrito Federal,0.9076923076923077,mencion_reglamento
D26A0A36_59BIS,REGLAMENTODELALEYDEPROTECCIONYBIENESTARDELOSANIMALESDELACIUDADDEMEXICO,REGLAMENTODELALEYDEPROTECCIONYBIENESTARDELOSANIMALESDELADISTRITOFEDERAL,created,CE7E985D,Reglamento de la Ley de Proteccion a los Animales del Distrito Federal,0.9076923076923077,mencion_reglamento
C898E859_4,REGLAMENTODELALEYPARALAINTEGRACIONALDESARROLLODELASPERSONASCONDISCAPACIDADDELACIUDADDEMEXICO,REGLAMENTODELALEYPARALAINTEGRACIONALDESARROLLODELASPERSONASCONDISCAPACIDADDELADISTRITOFEDERAL,original,91D4E6C7,Reglamento de la Ley para la Integracion al Desarrollo de las Personas con Discapacidad de la Ciudad de Mexico,1.0,mencion_reglamento
1AE432AF_3,REGLAMENTODELALEYPARAELDESARROLLODELACOMPETITIVIDADDELAMICROPEQUENAYMEDIANAEMPRESADELDISTRITOFEDERAL,REGLAMENTODELALEYPARAELDESARROLLODELACOMPETITIVIDADDELAMICROPEQUENAYMEDIANAEMPRESADELDISTRITOFEDERAL,original,EFA16F5C,Reglamento de la Ley para el Desarrollo de la Competitividad de la Micro Pequena y Mediana Empresa del Distrito Federal,1.0,mencion_reglamento
1AE432AF_3,REGLAMENTODELALEYPARAELDESARROLLODELACOMPETITIVIDADDELAMICROPEQUENAYMEDIANAEMPRESADELDISTRITOFEDERAL,REGLAMENTODELALEYPARAELDESARROLLODELACOMPETITIVIDADDELAMICROPEQUENAYMEDIANAEMPRESADELDISTRITOFEDERAL,original,EFA16F5C,Reglamento de la Ley para el Desarrollo de la Competitividad de la Micro Pequena y Mediana Empresa del Distrito Federal,1.0,mencion_reglamento
110111A4_20,REGLAMENTODELALEYDEFOMENTOPARALALECTURAYELLIBRODELACIUDADDEMEXICO,REGLAMENTODELALEYDEFOMENTOPARALALECTURAYELLIBRODELADISTRITOFEDERAL,,,,0.0,mencion_reglamento
C9E1800E_4,REGLAMENTODELALEYDEINTERCULTURALIDADATENCIONAMIGRANTESYMOVILIDADHUMANAENELDISTRITOFEDERAL,REGLAMENTODELALEYDEINTERCULTURALIDADATENCIONAMIGRANTESYMOVILIDADHUMANAENELDISTRITOFEDERAL,original,C24F3487,Reglamento de la Ley de Interculturalidad Atencion a Migrantes y Movilidad Humana en el Distrito Federal,1.0,mencion_reglamento
C9E1800E_17,REGLAMENTODELALEYDEINTERCULTURALIDADATENCIONAMIGRANTESYMOVILIDADHUMANAENELDISTRITOFEDERAL,REGLAMENTODELALEYDEINTERCULTURALIDADATENCIONAMIGRANTESYMOVILIDADHUMANAENELDISTRITOFEDERAL,original,C24F3487,Reglamento de la Ley de Interculturalidad Atencion a Migrantes y Movilidad Humana en el Distrito Federal,1.0,mencion_reglamento
C9E1800E_20,REGLAMENTODELALEYDEINTERCULTURALIDADATENCIONAMIGRANTESYMOVILIDADHUMANAENELDISTRITOFEDERAL,REGLAMENTODELALEYDEINTERCULTURALIDADATENCIONAMIGRANTESYMOVILIDADHUMANAENELDISTRITOFEDERAL,original,C24F3487,Reglamento de la Ley de Interculturalidad Atencion a Migrantes y Movilidad Humana en el Distrito Federal,1.0,mencion_reglamento
C9E1800E_30,REGLAMENTODELALEYDEINTERCULTURALIDADATENCIONAMIGRANTESYMOVILIDADHUMANAENELDISTRITOFEDERAL,REGLAMENTODELALEYDEINTERCULTURALIDADATENCIONAMIGRANTESYMOVILIDADHUMANAENELDISTRITOFEDERAL,original,C24F3487,Reglamento de la Ley de Interculturalidad Atencion a Migrantes y Movilidad Humana en el Distrito Federal,1.0,mencion_reglamento
C9E1800E_30,REGLAMENTODELALEYDEINTERCULTURALIDADATENCIONAMIGRANTESYMOVILIDADHUMANAENELDISTRITOFEDERAL,REGLAMENTODELALEYDEINTERCULTURALIDADATENCIONAMIGRANTESYMOVILIDADHUMANAENELDISTRITOFEDERAL,original,C24F3487,Reglamento de la Ley de Interculturalidad Atencion a Migrantes y Movilidad Humana en el Distrito Federal,1.0,mencion_reglamento
C9E1800E_35,REGLAMENTODELALEYDEINTERCULTURALIDADATENCIONAMIGRANTESYMOVILIDADHUMANAENELDISTRITOFEDERAL,REGLAMENTODELALEYDEINTERCULTURALIDADATENCIONAMIGRANTESYMOVILIDADHUMANAENELDISTRITOFEDERAL,original,C24F3487,Reglamento de la Ley de Interculturalidad Atencion a Migrantes y Movilidad Humana en el Distrito Federal,1.0,mencion_reglamento
2911478C_4,REGLAMENTODELALEYDELINSTITUTODEVERIFICACIONADMINISTRATIVADELACIUDADDEMEXICO,REGLAMENTODELALEYDELINSTITUTODEVERIFICACIONADMINISTRATIVADELADISTRITOFEDERAL,,,,0.0,mencion_reglamento
BF2515FB_14,REGLAMENTODELALEYDEPUBLICIDADEXTERIORDELACIUDADDEMEXICO,REGLAMENTODELALEYDEPUBLICIDADEXTERIORDELADISTRITOFEDERAL,original,78266F48,Reglamento de la Ley de Publicidad Exterior de la Ciudad de Mexico,1.0,mencion_reglamento
BF2515FB_14,REGLAMENTODELALEYDEPUBLICIDADEXTERIORDELACIUDADDEMEXICO,REGLAMENTODELALEYDEPUBLICIDADEXTERIORDELADISTRITOFEDERAL,original,78266F48,Reglamento de la Ley de Publicidad Exterior de la Ciudad de Mexico,1.0,mencion_reglamento
BF2515FB_61,REGLAMENTODELALEYDEPUBLICIDADEXTERIORDELACIUDADDEMEXICO,REGLAMENTODELALEYDEPUBLICIDADEXTERIORDELADISTRITOFEDERAL,original,78266F48,Reglamento de la Ley de Publicidad Exterior de la Ciudad de Mexico,1.0,mencion_reglamento
B6DF65EC_43,REGLAMENTODELALEYDEESTABLECIMIENTOSMERCANTILESPARALACIUDADDEMEXICO,REGLAMENTODELALEYDEESTABLECIMIENTOSMERCANTILESPARALADISTRITOFEDERAL,original,7566EC96,Reglamento de la Ley de Establecimientos Mercantiles para la Ciudad de Mexico,1.0,mencion_reglamento
2926363C_82,REGLAMENTODELALEYDEINSTITUCIONESDEASISTENCIAPRIVADAPARAELDISTRITOFEDERAL,REGLAMENTODELALEYDEINSTITUCIONESDEASISTENCIAPRIVADAPARAELDISTRITOFEDERAL,original,67D50E96,Reglamento de la Ley de Instituciones de Asistencia Privada para el Distrito Federal,1.0,mencion_reglamento
2827D88F_61QUINQUIES,REGLAMENTODELALEYDETURISMODELACIUDADDEMEXICO,REGLAMENTODELALEYDETURISMODELADISTRITOFEDERAL,original,FAA2EE90,Reglamento de la Ley de Turismo de la Ciudad de Mexico,1.0,mencion_reglamento
2827D88F_61SEXIES,REGLAMENTODELALEYDETURISMODELACIUDADDEMEXICO,REGLAMENTODELALEYDETURISMODELADISTRITOFEDERAL,original,FAA2EE90,Reglamento de la Ley de Turismo de la Ciudad de Mexico,1.0,mencion_reglamento
2827D88F_61SEPTIES,REGLAMENTODELALEYDETURISMODELACIUDADDEMEXICO,REGLAMENTODELALEYDETURISMODELADISTRITOFEDERAL,original,FAA2EE90,Reglamento de la Ley de Turismo de la Ciudad de Mexico,1.0,mencion_reglamento
53142DC1_6,REGLAMENTODELALEYDEVOLUNTADANTICIPADAPARADISTRITOFEDERAL,REGLAMENTODELALEYDEVOLUNTADANTICIPADAPARADISTRITOFEDERAL,original,FE4C72B4,Reglamento de la Ley de Voluntad Anticipada para el Distrito Federal,0.9824561403508771,mencion_reglamento
3EF48D25_12,REGLAMENTODELALEYDELHEROICOCUERPODEBOMBEROSDELDISTRITOFEDERAL,REGLAMENTODELALEYDELHEROICOCUERPODEBOMBEROSDELDISTRITOFEDERAL,original,A04416EA,Reglamento de la Ley del Heroico Cuerpo de Bomberos del Distrito Federal,1.0,mencion_reglamento
3EF48D25_26,REGLAMENTODELALEYDELHEROICOCUERPODEBOMBEROSDELDISTRITOFEDERAL,REGLAMENTODELALEYDELHEROICOCUERPODEBOMBEROSDELDISTRITOFEDERAL,original,A04416EA,Reglamento de la Ley del Heroico Cuerpo de Bomberos del Distrito Federal,1.0,mencion_reglamento
3EF48D25_31,REGLAMENTODELALEYDELHEROICOCUERPODEBOMBEROSDELDISTRITOFEDERAL,REGLAMENTODELALEYDELHEROICOCUERPODEBOMBEROSDELDISTRITOFEDERAL,original,A04416EA,Reglamento de la Ley del Heroico Cuerpo de Bomberos del Distrito Federal,1.0,mencion_reglamento
3EF48D25_44,REGLAMENTODELALEYDELHEROICOCUERPODEBOMBEROSDELDISTRITOFEDERAL,REGLAMENTODELALEYDELHEROICOCUERPODEBOMBEROSDELDISTRITOFEDERAL,original,A04416EA,Reglamento de la Ley del Heroico Cuerpo de Bomberos del Distrito Federal,1.0,mencion_reglamento
3EF48D25_45,REGLAMENTODELALEYDELHEROICOCUERPODEBOMBEROSDELDISTRITOFEDERAL,REGLAMENTODELALEYDELHEROICOCUERPODEBOMBEROSDELDISTRITOFEDERAL,original,A04416EA,Reglamento de la Ley del Heroico Cuerpo de Bomberos del Distrito Federal,1.0,mencion_reglamento
3EF48D25_62,REGLAMENTODELALEYDELHEROICOCUERPODEBOMBEROSDELDISTRITOFEDERAL,REGLAMENTODELALEYDELHEROICOCUERPODEBOMBEROSDELDISTRITOFEDERAL,original,A04416EA,Reglamento de la Ley del Heroico Cuerpo de Bomberos del Distrito Federal,1.0,mencion_reglamento
5EE74A4A_12,REGLAMENTODELALEYDELACAJADEPREVISIONDELAPOLICIAPREVENTIVADELDISTRITOFEDERAL,REGLAMENTODELALEYDELACAJADEPREVISIONDELAPOLICIAPREVENTIVADELDISTRITOFEDERAL,original,7B5916CD,Reglamento de la Ley de la Caja de Privision de la Policia Preventiva del Distrito Federal,0.9866666666666667,mencion_reglamento
5EE74A4A_12,REGLAMENTODELALEYDELACAJADEPREVISIONDELAPOLICIAPREVENTIVADELDISTRITOFEDERAL,REGLAMENTODELALEYDELACAJADEPREVISIONDELAPOLICIAPREVENTIVADELDISTRITOFEDERAL,original,7B5916CD,Reglamento de la Ley de la Caja de Privision de la Policia Preventiva del Distrito Federal,0.9866666666666667,mencion_reglamento
5EE74A4A_40,REGLAMENTODELALEYDELACAJADEPREVISIONDELAPOLICIAPREVENTIVADELDISTRITOFEDERAL,REGLAMENTODELALEYDELACAJADEPREVISIONDELAPOLICIAPREVENTIVADELDISTRITOFEDERAL,original,7B5916CD,Reglamento de la Ley de la Caja de Privision de la Policia Preventiva del Distrito Federal,0.9866666666666667,mencion_reglamento
5EE74A4A_47,REGLAMENTODELALEYDELACAJADEPREVISIONDELAPOLICIAPREVENTIVADELDISTRITOFEDERAL,REGLAMENTODELALEYDELACAJADEPREVISIONDELAPOLICIAPREVENTIVADELDISTRITOFEDERAL,original,7B5916CD,Reglamento de la Ley de la Caja de Privision de la Policia Preventiva del Distrito Federal,0.9866666666666667,mencion_reglamento
5EE74A4A_47,REGLAMENTODELALEYDELACAJADEPREVISIONDELAPOLICIAPREVENTIVADELDISTRITOFEDERAL,REGLAMENTODELALEYDELACAJADEPREVISIONDELAPOLICIAPREVENTIVADELDISTRITOFEDERAL,original,7B5916CD,Reglamento de la Ley de la Caja de Privision de la Policia Preventiva del Distrito Federal,0.9866666666666667,mencion_reglamento
9DCF2D5E_20,REGLAMENTODELALEYDEDESARROLLOAGROPECUARIORURALYSUSTENTABLEDELACIUDADDEMEXICO,REGLAMENTODELALEYDEDESARROLLOAGROPECUARIORURALYSUSTENTABLEDELADISTRITOFEDERAL,created,F539C40E,"Reglamento de la Ley de Desarrollo Agropecuario, Rural y Sustentable del Distrito Federal",0.9934640522875817,mencion_reglamento
9DCF2D5E_21,REGLAMENTODELALEYDEDESARROLLOAGROPECUARIORURALYSUSTENTABLEDELACIUDADDEMEXICO,REGLAMENTODELALEYDEDESARROLLOAGROPECUARIORURALYSUSTENTABLEDELADISTRITOFEDERAL,created,F539C40E,"Reglamento de la Ley de Desarrollo Agropecuario, Rural y Sustentable del Distrito Federal",0.9934640522875817,mencion_reglamento
9DCF2D5E_37,REGLAMENTODELALEYDEDESARROLLOAGROPECUARIORURALYSUSTENTABLEDELACIUDADDEMEXICO,REGLAMENTODELALEYDEDESARROLLOAGROPECUARIORURALYSUSTENTABLEDELADISTRITOFEDERAL,created,F539C40E,"Reglamento de la Ley de Desarrollo Agropecuario, Rural y Sustentable del Distrito Federal",0.9934640522875817,mencion_reglamento
9DCF2D5E_37,REGLAMENTODELALEYDEDESARROLLOAGROPECUARIORURALYSUSTENTABLEDELACIUDADDEMEXICO,REGLAMENTODELALEYDEDESARROLLOAGROPECUARIORURALYSUSTENTABLEDELADISTRITOFEDERAL,created,F539C40E,"Reglamento de la Ley de Desarrollo Agropecuario, Rural y Sustentable del Distrito Federal",0.9934640522875817,mencion_reglamento
D95CE77C_15,REGLAMENTODELALEYDEVICTIMASPARALACIUDADDEMEXICO,REGLAMENTODELALEYDEVICTIMASPARALADISTRITOFEDERAL,original,BF99723E,Reglamento la Ley de Victimas para la Ciudad de Mexico,0.9782608695652174,mencion_reglamento
D95CE77C_117,REGLAMENTODELALEYDEVICTIMASPARALACIUDADDEMEXICO,REGLAMENTODELALEYDEVICTIMASPARALADISTRITOFEDERAL,original,BF99723E,Reglamento la Ley de Victimas para la Ciudad de Mexico,0.9782608695652174,mencion_reglamento
D95CE77C_129,REGLAMENTODELALEYDEVICTIMASPARALACIUDADDEMEXICO,REGLAMENTODELALEYDEVICTIMASPARALADISTRITOFEDERAL,original,BF99723E,Reglamento la Ley de Victimas para la Ciudad de Mexico,0.9782608695652174,mencion_reglamento
D95CE77C_130,REGLAMENTODELALEYDEVICTIMASPARALACIUDADDEMEXICO,REGLAMENTODELALEYDEVICTIMASPARALADISTRITOFEDERAL,original,BF99723E,Reglamento la Ley de Victimas para la Ciudad de Mexico,0.9782608695652174,mencion_reglamento
D95CE77C_157,REGLAMENTODELALEYDEVICTIMASPARALACIUDADDEMEXICO,REGLAMENTODELALEYDEVICTIMASPARALADISTRITOFEDERAL,original,BF99723E,Reglamento la Ley de Victimas para la Ciudad de Mexico,0.9782608695652174,mencion_reglamento
D95CE77C_162,REGLAMENTODELALEYDEVICTIMASPARALACIUDADDEMEXICO,REGLAMENTODELALEYDEVICTIMASPARALADISTRITOFEDERAL,original,BF99723E,Reglamento la Ley de Victimas para la Ciudad de Mexico,0.9782608695652174,mencion_reglamento
D95CE77C_170,REGLAMENTODELALEYDEVICTIMASPARALACIUDADDEMEXICO,REGLAMENTODELALEYDEVICTIMASPARALADISTRITOFEDERAL,original,BF99723E,Reglamento la Ley de Victimas para la Ciudad de Mexico,0.9782608695652174,mencion_reglamento
D95CE77C_170,REGLAMENTODELALEYDEVICTIMASPARALACIUDADDEMEXICO,REGLAMENTODELALEYDEVICTIMASPARALADISTRITOFEDERAL,original,BF99723E,Reglamento la Ley de Victimas para la Ciudad de Mexico,0.9782608695652174,mencion_reglamento
71029770_51,REGLAMENTODELALEYDESEGURIDADPRIVADAPARALACIUDADDEMEXICO,REGLAMENTODELALEYDESEGURIDADPRIVADAPARALADISTRITOFEDERAL,created,E0644EAF,Reglamento de la Ley de Seguridad Privada para el Distrito Federal,0.9821428571428571,mencion_reglamento
FFE8242A_9,REGLAMENTODELALEYDECIUDADANIADIGITALDELACIUDADDEMEXICO,REGLAMENTODELALEYDECIUDADANIADIGITALDELADISTRITOFEDERAL,,,,0.0,mencion_reglamento
FFE8242A_38,REGLAMENTODELALEYDECIUDADANIADIGITALDELACIUDADDEMEXICO,REGLAMENTODELALEYDECIUDADANIADIGITALDELADISTRITOFEDERAL,,,,0.0,mencion_reglamento
